num_@,url_length,host_length,num_.,num_-,num_?,num_&,num_=,num_,num_~,num_%,num_/,num_*,num_:,num_comma,num_;,num_$,numSpaces,num_www,num_com,num_bslash,num_digits,num_params,hostname_2length_ratio,url_entropy,contains_port,http_in_query,tld_in_path,shortener_url,is_ip,url_length_sus,sus_extension_type,phish_hints,count_fragment,months_since_creation,months_since_expired,url_is_live,num_redirects,body_length,numLinks,numImages,script_length,specialCharacters,scriptBodyRatio,open_page_rank,is_https,status
0,83,14,1,9,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,83,0,0.168674699,3.235926351,0,0,0,0,0,1,0,0,0,71,0,0,0,26808,174,90,29873,39324,1.114331543,4,1,0
0,31,10,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,31,0,0.322580645,3.121928095,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,3,0,1
0,25,16,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,25,0,0.64,3.202819531,0,0,0,0,0,0,0,0,0,88,0,0,0,20113,142,29,54570,19506,2.713170586,2,1,0
0,51,23,3,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,51,1,0.450980392,3.96900163,0,0,0,0,0,0,0,0,0,149,0,0,1,228,0,0,3126,1045,13.71052632,2,0,1
0,31,22,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,31,0,0.709677419,3.42511855,0,0,0,0,0,0,0,0,0,294,0,0,0,27078,132,27,15288,8830,0.564591181,4,1,0
0,50,21,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,50,0,0.42,3.403989446,0,0,0,0,0,0,0,0,0,98,0,0,0,517,0,0,0,87,0,0,0,1
0,34,23,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,34,0,0.676470588,3.96900163,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,388,109,0,2,0,1
0,27,19,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,27,0,0.703703704,3.681880803,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,2,0,0
0,63,14,3,2,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,63,0,0.222222222,3.128085279,0,0,0,0,0,0,0,0,0,0,0,0,1,73,0,0,0,19,0,5,0,0
0,66,16,2,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,66,0,0.242424242,3.452819531,0,0,0,0,0,0,0,0,0,207,0,0,0,79057,167,37,7026,3981,0.088872586,6,1,0
0,40,11,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,40,0,0.275,3.277613437,0,0,0,0,0,0,1,0,0,60,0,0,0,275,1,0,0,52,0,0,0,1
0,48,16,1,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,48,0,0.333333333,3.702819531,0,0,0,0,0,0,0,0,0,136,0,0,0,5376,56,13,5008,2997,0.931547619,4,0,0
0,126,50,4,1,1,2,3,2,0,0,4,0,1,0,0,0,0,0,2,0,126,3,0.396825397,3.999079571,0,0,0,0,0,1,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,1
0,41,32,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,41,0,0.780487805,3.866729297,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,6788,3597,89.31578947,0,1,1
0,36,27,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,36,0,0.75,3.782122224,0,0,0,0,0,0,0,0,0,251,0,0,0,1072,28,11,244051,84784,227.6595149,4,1,0
0,72,24,2,7,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,72,0,0.333333333,3.720175521,0,0,0,0,0,0,0,0,0,181,0,0,1,12962,116,32,9166,4671,0.707143959,5,0,0
0,68,42,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,68,0,0.617647059,3.924490268,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,1
1,163,14,4,9,0,2,1,0,0,0,3,0,1,0,2,0,0,1,0,0,163,0,0.085889571,3.182005815,0,0,0,0,0,1,0,1,0,0,0,0,0,44,0,0,0,570,0,0,0,1
0,26,18,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,26,0,0.692307692,3.572431251,0,0,0,0,0,0,0,0,0,60,0,0,0,8685,47,18,527,448,0.060679332,4,0,0
0,64,17,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,64,0,0.265625,2.984234165,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,1
0,36,28,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,36,0,0.777777778,4.137537511,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,18,0,0,0,1
0,61,14,2,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,3,0,61,0,0.229508197,3.521640636,0,0,1,0,0,0,0,0,0,145,0,0,0,0,0,3,0,47,0,2,0,1
0,66,17,2,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,66,1,0.257575758,3.4548224,0,0,0,0,0,0,0,0,0,328,0,0,1,9347,90,32,306380,120510,32.77843158,5,1,0
0,35,26,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,35,0,0.742857143,3.87314068,0,0,0,0,0,0,0,0,0,280,0,0,0,12729,67,25,10982,4090,0.86275434,4,1,0
0,113,24,5,0,0,0,1,2,0,0,10,0,1,0,0,0,0,1,2,0,113,0,0.212389381,3.573934896,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
0,41,34,2,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,41,0,0.829268293,3.259846209,0,0,0,0,0,0,0,0,0,191,0,0,1,9857,77,13,7513,4826,0.762199452,0,0,0
0,23,12,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,23,0,0.52173913,2.855388542,0,0,0,0,0,0,0,0,0,115,0,0,0,20679,126,16,7464,7168,0.360945887,3,0,0
0,31,24,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,31,0,0.774193548,3.684560814,0,0,0,0,0,0,0,1,0,193,0,0,0,13258,152,24,8754,4790,0.660280585,3,0,0
0,84,30,2,2,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,84,0,0.357142857,3.574418314,0,0,0,0,0,1,1,4,0,124,0,0,0,15,0,0,0,3,0,0,0,1
0,29,17,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,29,0,0.586206897,3.572469459,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,514,8,0,0,0,1
0,98,26,2,2,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,98,0,0.265306122,3.738149333,0,0,0,0,0,1,0,2,0,97,0,0,1,2072,30,2,3409,1184,1.64527027,0,0,1
0,15,8,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,15,0,0.533333333,2.75,0,0,0,0,0,0,0,0,0,0,0,0,1,3580,10,2,4984,4103,1.392178771,3,0,0
0,65,22,2,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,65,0,0.338461538,3.697845823,0,0,0,0,0,0,0,0,0,213,0,0,1,17584,250,3,3339,3522,0.189888535,6,0,0
0,131,27,2,1,1,0,1,4,0,0,7,0,3,0,0,0,0,0,1,0,131,1,0.20610687,3.902311576,0,0,0,0,0,1,0,0,0,285,0,0,0,1201,3,0,106206,20152,88.43130724,0,1,1
0,50,23,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,50,0,0.46,3.46857663,0,0,0,0,0,0,0,0,0,279,0,0,0,25103,136,43,5936,7277,0.236465761,6,1,0
0,51,32,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,51,0,0.62745098,3.905639062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,45,11,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,45,0,0.244444444,2.845350937,0,0,1,0,0,0,0,0,0,0,0,0,0,32105,370,21,2319,4061,0.07223174,6,1,0
0,159,14,2,0,1,1,2,0,0,0,8,0,1,0,1,0,0,0,0,0,159,2,0.088050314,3.182005815,0,0,0,0,0,1,0,0,0,71,0,0,0,147,0,0,0,28,0,0,0,1
0,44,22,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,44,0,0.5,3.879664005,0,0,0,0,0,0,0,0,0,111,0,0,1,1522,5,1,2149,2428,1.41195795,5,1,1
1,103,19,3,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,103,1,0.184466019,3.471354487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,46,20,4,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,46,0,0.434782609,3.446439345,0,0,1,0,0,0,0,0,0,278,0,0,0,3121,58,0,0,332,0,0,0,1
0,45,16,2,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,45,0,0.355555556,3.452819531,0,0,0,0,0,0,0,0,0,256,0,0,0,51608,243,13,6763,3344,0.131045574,7,1,0
0,51,26,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,51,0,0.509803922,3.796217603,0,0,0,0,0,0,0,0,0,77,0,0,2,18346,54,18,55394,19818,3.019404775,0,0,1
0,38,19,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,38,0,0.5,3.536886724,0,0,0,0,0,0,1,0,0,74,2,0,0,0,0,0,0,0,0,2,0,1
0,81,27,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,81,0,0.333333333,3.810081021,0,0,0,0,0,1,0,0,0,211,0,0,0,0,1,0,1588,578,0,2,0,1
0,112,31,2,10,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,112,0,0.276785714,3.744203568,0,0,0,0,0,1,0,0,0,272,0,0,2,19612,130,11,32379,42820,1.650978992,5,0,0
0,39,16,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,39,0,0.41025641,3.202819531,0,0,0,0,0,0,0,1,0,296,0,0,3,623,7,1,59647,23734,95.74157303,8,1,1
0,99,15,2,2,0,0,0,2,0,0,7,0,1,0,0,0,0,0,1,0,99,0,0.151515152,2.973557262,0,0,0,0,0,1,0,1,0,296,0,0,0,163,3,0,0,349,0,8,1,1
0,45,27,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,45,0,0.6,3.782122224,0,0,0,0,0,0,0,0,0,251,0,0,0,163,1,0,533,143,3.26993865,4,1,0
0,60,35,5,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,60,0,0.583333333,4.022000517,0,0,0,0,0,0,1,2,0,0,0,0,0,76,0,0,0,18,0,0,0,1
0,74,19,3,0,0,0,0,3,0,0,10,0,1,0,0,0,0,0,1,0,74,0,0.256756757,3.431623566,0,0,0,0,0,0,0,0,0,328,0,0,1,0,0,0,0,0,0,5,0,0
0,61,18,3,3,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,61,0,0.295081967,3.419381946,0,0,1,0,0,0,0,0,0,139,0,0,1,6688,39,9,594,1134,0.088815789,4,0,0
0,40,32,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,40,0,0.8,4.015319531,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,18,0,0,1,1
0,52,24,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,52,0,0.461538462,3.605388542,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1
1,88,24,7,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,88,0,0.272727273,3.454986856,0,0,1,0,0,1,0,0,1,296,0,0,1,620,7,1,59479,23711,95.93387097,5,1,1
0,74,12,2,0,1,0,1,0,0,1,4,0,1,0,0,0,0,0,1,0,74,1,0.162162162,3.188721876,0,0,1,0,0,0,0,0,0,215,0,0,1,16152,123,3,14850,5179,0.919390788,5,0,0
0,46,16,2,1,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,46,0,0.347826087,3.327819531,0,0,0,0,0,0,0,0,0,108,0,0,1,57684,218,108,102487,30604,1.776697178,6,0,0
0,54,17,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,54,0,0.314814815,3.337175341,0,0,0,0,0,0,0,0,0,236,0,0,1,0,0,0,0,0,0,4,0,0
0,54,21,1,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,54,0,0.388888889,3.916126947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38,16,2,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,38,0,0.421052632,3.452819531,0,0,0,0,0,0,0,0,0,256,0,0,0,12409,330,13,5931,5119,0.477959545,9,1,0
0,67,15,2,3,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,67,0,0.223880597,3.323231429,0,0,0,0,0,0,0,0,0,330,0,0,0,13163,143,21,199302,61094,15.14107726,6,0,0
0,62,13,5,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,62,0,0.209677419,3.546593564,0,0,1,0,0,0,0,2,0,0,0,0,0,370,4,0,2145,2759,5.797297297,0,0,1
0,59,17,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,59,0,0.288135593,3.499227547,0,0,0,0,0,0,0,1,0,106,0,0,0,0,1,0,1588,578,0,0,0,1
0,57,38,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,57,0,0.666666667,3.882814277,0,0,1,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,1,1
0,32,12,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,32,0,0.375,3.251629167,0,0,0,0,0,0,0,0,0,116,0,0,1,0,137,7,2805,3051,0,4,0,0
0,46,25,2,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,46,0,0.543478261,3.323074189,0,0,0,0,0,0,0,0,0,171,2,0,0,0,0,0,0,0,0,1,0,1
0,37,16,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,37,0,0.432432432,3.452819531,0,0,0,0,0,0,0,0,0,256,0,0,0,8075,184,6,5560,2737,0.688544892,9,1,0
0,36,29,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,36,0,0.805555556,3.857306857,0,0,0,0,0,0,0,0,0,0,0,0,1,1710,7,0,8618,14615,5.039766082,0,0,1
0,52,18,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,52,0,0.346153846,3.572431251,0,0,0,0,0,0,1,1,0,53,0,0,1,4271,39,9,10572,18154,2.475298525,1,0,1
0,32,24,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,32,0,0.75,3.573934896,0,0,0,0,0,0,0,0,0,0,0,0,0,462,14,1,99471,43048,215.3051948,0,0,1
0,34,11,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,34,0,0.323529412,3.027169118,0,0,0,0,0,0,0,0,0,268,0,0,0,564,6,1,84645,22594,150.0797872,10,1,0
0,27,19,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,27,0,0.703703704,3.141635408,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,11,0,3,0,0
0,92,22,2,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,92,0,0.239130435,3.879664005,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,102,12,2,7,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,0,102,0,0.117647059,2.584962501,0,0,0,0,0,1,0,0,0,299,0,0,1,3711,126,4,66673,24794,17.96631636,5,0,0
0,32,23,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,32,0,0.71875,3.762267391,0,0,0,0,0,0,0,0,0,96,0,0,0,28878,295,28,7977,11828,0.276231041,3,1,0
0,29,20,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,29,0,0.689655172,3.203701696,0,0,0,0,0,0,0,0,0,80,0,0,0,16295,209,43,6244,4835,0.383185026,3,1,0
0,119,24,4,1,1,0,0,2,0,0,9,0,1,0,0,0,0,0,1,0,119,1,0.201680672,3.522055209,0,0,1,0,0,1,0,3,0,0,0,0,0,653,3,0,0,489,0,4,0,1
0,59,21,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,59,0,0.355932203,3.463280518,0,0,0,0,0,0,0,1,0,151,0,0,1,20441,89,121,4100,1539,0.200577271,4,1,0
0,54,19,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,54,0,0.351851852,3.826874882,0,0,0,0,0,0,1,0,0,181,0,0,1,20193,158,19,5042,3109,0.249690487,4,0,0
1,151,10,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,151,0,0.066225166,3.121928095,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
0,84,25,3,5,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,84,0,0.297619048,3.57366069,0,0,1,0,0,1,0,0,0,156,0,0,1,17091,97,19,23346,10668,1.365982096,4,0,0
0,55,10,3,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,55,0,0.181818182,2.721928095,0,0,0,0,0,0,1,2,0,0,0,0,2,4655,111,39,4392,2286,0.943501611,2,0,1
0,18,9,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,18,0,0.5,2.947702779,0,0,0,0,0,0,0,0,0,0,0,0,0,177930,1508,344,7903,7421,0.044416344,3,1,0
0,39,16,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,39,0,0.41025641,3.155639062,0,0,0,0,0,0,0,0,0,301,0,0,0,1010,0,0,140917,48069,139.5217822,10,1,0
0,28,19,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,28,0,0.678571429,3.366091329,0,0,0,0,0,0,0,0,0,274,0,0,0,3867,154,28,7418,3502,1.918282907,4,1,0
0,32,16,3,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,32,0,0.5,3.452819531,0,0,1,0,0,0,0,0,0,216,0,0,1,12335,122,6,8449,8012,0.684961492,5,0,0
0,16,9,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,16,0,0.5625,2.947702779,0,0,0,0,0,0,0,0,0,0,0,0,1,47253,319,101,17438,12734,0.36903477,3,0,0
0,23,12,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,23,0,0.52173913,3.084962501,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,422,111,0,0,0,1
0,29,21,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,29,0,0.724137931,3.522571589,0,0,0,0,0,0,0,0,0,3,0,0,0,312,2,0,6907,1222,22.13782051,4,0,0
0,29,20,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,29,0,0.689655172,3.78418372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,41,15,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,41,0,0.365853659,3.106890596,0,0,0,0,0,0,0,0,0,171,0,0,0,21,0,0,0,3,0,5,1,0
0,22,6,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,22,0,0.272727273,2.584962501,0,0,0,1,0,0,0,0,0,168,0,0,1,1179,3,2,1743,1364,1.478371501,8,1,1
0,52,14,3,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,1,0,52,0,0.269230769,3.182005815,0,0,1,0,0,0,0,0,0,4,0,0,1,8,0,0,0,2,0,0,0,1
0,38,20,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,38,0,0.526315789,3.346439345,0,0,0,0,0,0,0,0,0,0,0,0,1,8079,64,7,7413,8823,0.917564055,2,0,1
0,30,21,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,30,0,0.7,3.558518613,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,31,0,2,1,0
0,76,50,4,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,76,0,0.657894737,3.999079571,0,0,0,0,0,1,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,1
1,430,13,24,0,2,9,10,18,0,0,21,0,5,0,9,0,0,1,0,0,430,10,0.030232558,2.87314068,0,4,0,0,1,1,0,1,0,288,0,0,0,0,0,0,0,0,0,0,0,1
0,37,19,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,37,0,0.513513514,3.471354487,0,0,0,0,0,0,0,0,0,180,0,0,1,12663,56,23,747,878,0.05899076,3,0,0
0,73,23,3,5,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,73,0,0.315068493,3.653996739,0,0,1,0,0,0,0,0,0,385,0,0,1,5454,78,6,11943,17102,2.189768977,5,0,0
0,56,15,2,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1,0,0,56,0,0.267857143,3.056564762,0,0,0,0,0,0,0,0,0,118,0,0,0,23,0,0,0,5,0,0,0,1
0,70,13,1,7,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,70,0,0.185714286,3.238901257,0,0,0,0,0,0,0,0,0,133,0,0,0,9253,92,14,12616,5498,1.363449692,5,1,0
0,70,20,3,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,70,0,0.285714286,3.246439345,0,0,1,0,0,0,0,0,0,278,0,0,0,4,0,0,0,3,0,0,0,1
0,52,19,2,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,52,0,0.365384615,3.511085408,0,0,0,0,0,0,0,0,0,186,0,0,2,13836,51,6,1143,2301,0.082610581,4,0,0
0,31,22,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,31,0,0.709677419,3.447401505,0,0,0,0,0,0,0,0,0,198,0,0,0,6270,112,25,144,557,0.022966507,2,1,0
0,90,19,4,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,2,0,90,0,0.211111111,3.431623566,0,0,1,0,0,1,0,1,0,91,0,0,1,7705,87,18,4189,1852,0.54367294,2,1,1
0,45,15,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,45,0,0.333333333,3.056564762,0,0,0,0,0,0,0,0,0,257,0,0,1,61295,273,34,3981,5083,0.064948201,5,0,0
0,55,20,3,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,0,55,0,0.363636364,3.646439345,0,0,1,0,0,0,0,0,0,271,0,0,0,5473,61,9,713,990,0.1302759,4,0,0
0,65,12,3,2,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,65,0,0.184615385,2.855388542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,41,33,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,41,0,0.804878049,3.945464952,0,0,0,0,0,0,0,0,0,72,0,0,0,1190,4,5,1389,3578,1.167226891,0,0,1
0,71,25,2,1,1,0,1,1,0,0,4,0,1,0,0,0,0,0,1,0,71,1,0.352112676,3.65366069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,83,16,2,0,1,0,1,0,0,0,7,0,1,0,0,0,0,0,1,0,83,1,0.192771084,3.327819531,0,0,0,0,0,1,0,1,0,296,0,0,0,7,1,0,46434,20293,6633.428571,8,1,1
0,73,18,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,73,0,0.246575342,3.419381946,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1
0,44,30,2,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,44,0,0.681818182,4.256564762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,114,16,4,1,1,0,1,0,0,0,8,0,2,0,0,0,0,1,1,0,114,1,0.140350877,3.125,0,1,0,0,0,1,0,2,0,100,0,0,0,0,0,0,0,0,0,3,0,1
0,127,50,4,1,1,2,3,2,0,0,4,0,1,0,0,0,0,0,2,0,127,3,0.393700787,3.999079571,0,0,0,0,0,1,0,0,0,153,0,0,0,0,0,0,0,0,0,0,1,1
1,99,20,4,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,99,1,0.202020202,3.446439345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
